DATIM_Indicator_Category,facility,ward,subcounty,county,Datim_Facility_UID,DATIM_Disag_ID,DATIM_Disag_Name,datim_data
TX_CURR,Malaba Dispensary,Malaba Central Ward,Teso North Sub County,Busia County,XmZknqebhJ5, ,15+ | Female,7
TX_CURR,Bumutiru Dispensary,Marachi Central Ward,Butula Sub County,Busia County,naKEpwTPUs6,uURluLqPIJ5,<15 | Unknown Sex,9
TX_CURR,Bumutiru Dispensary,Marachi Central Ward,Butula Sub County,Busia County,naKEpwTPUs6,Yf1BiWq71NE,15+ | Female,61
TX_CURR,Bwayi Dispensary,Kwanza Ward,Kwanza Sub County,Trans Nzoia County,BkpxIK4Q1b4,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Bwayi Dispensary,Kwanza Ward,Kwanza Sub County,Trans Nzoia County,BkpxIK4Q1b4,Yf1BiWq71NE,15+ | Female,1
TX_CURR,Nyatike Health Centre,Tabaka Ward,South Mugirango Sub County,Kisii County,WAkcngreKP9,Yf1BiWq71NE,15+ | Female,3
TX_CURR,Nyatike Health Centre,Tabaka Ward,South Mugirango Sub County,Kisii County,WAkcngreKP9,Yf1BiWq71NE,15+ | Female,12
TX_CURR,Nyatike Health Centre,Tabaka Ward,South Mugirango Sub County,Kisii County,WAkcngreKP9,chrwpNxHlQQ,<15 | Female,3
TX_CURR,Nyatike Health Centre,Tabaka Ward,South Mugirango Sub County,Kisii County,WAkcngreKP9,zHSL7ATXJib,<15 | Male,3
TX_CURR,Nyatike Health Centre,Tabaka Ward,South Mugirango Sub County,Kisii County,WAkcngreKP9,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Nyatike Health Centre,Tabaka Ward,South Mugirango Sub County,Kisii County,WAkcngreKP9,XX7hDj6iz0D,15+ | Male,33
TX_CURR,Nyatike Health Centre,Tabaka Ward,South Mugirango Sub County,Kisii County,WAkcngreKP9,uURluLqPIJ5,<15 | Unknown Sex,9
TX_CURR,Nyatike Health Centre,Tabaka Ward,South Mugirango Sub County,Kisii County,WAkcngreKP9,Yf1BiWq71NE,15+ | Female,82
TX_CURR,Kithimu Dispensary,Kithimu Ward,Manyatta Sub County,Embu County,F4EQ1FCnous,Yf1BiWq71NE,15+ | Female,3
TX_CURR,Kithimu Dispensary,Kithimu Ward,Manyatta Sub County,Embu County,F4EQ1FCnous,Yf1BiWq71NE,15+ | Female,5
TX_CURR,Kithimu Dispensary,Kithimu Ward,Manyatta Sub County,Embu County,F4EQ1FCnous,chrwpNxHlQQ,<15 | Female,2
TX_CURR,Kithimu Dispensary,Kithimu Ward,Manyatta Sub County,Embu County,F4EQ1FCnous,zHSL7ATXJib,<15 | Male,2
TX_CURR,Kithimu Dispensary,Kithimu Ward,Manyatta Sub County,Embu County,F4EQ1FCnous,XX7hDj6iz0D,15+ | Male,33
TX_CURR,Kithimu Dispensary,Kithimu Ward,Manyatta Sub County,Embu County,F4EQ1FCnous,uURluLqPIJ5,<15 | Unknown Sex,5
TX_CURR,Kithimu Dispensary,Kithimu Ward,Manyatta Sub County,Embu County,F4EQ1FCnous,Yf1BiWq71NE,15+ | Female,81
TX_CURR,Mbagathi District Hospital,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County,Xlsqe0058by,Yf1BiWq71NE,15+ | Female,58
TX_CURR,Mbagathi District Hospital,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County,Xlsqe0058by,XX7hDj6iz0D,15+ | Male,88
TX_CURR,Mbagathi District Hospital,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County,Xlsqe0058by,Yf1BiWq71NE,15+ | Female,90
TX_CURR,Mbagathi District Hospital,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County,Xlsqe0058by,chrwpNxHlQQ,<15 | Female,27
TX_CURR,Mbagathi District Hospital,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County,Xlsqe0058by,zHSL7ATXJib,<15 | Male,27
TX_CURR,Mbagathi District Hospital,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County,Xlsqe0058by,XX7hDj6iz0D,15+ | Male,59
TX_CURR,Mbagathi District Hospital,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County,Xlsqe0058by,XX7hDj6iz0D,15+ | Male,1611
TX_CURR,Mbagathi District Hospital,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County,Xlsqe0058by,uURluLqPIJ5,<15 | Unknown Sex,23
TX_CURR,Mbagathi District Hospital,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County,Xlsqe0058by,Yf1BiWq71NE,15+ | Female,2786
TX_CURR,Atela Health Centre,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County,ORuOHqoeGJ6,Yf1BiWq71NE,15+ | Female,7
TX_CURR,Atela Health Centre,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County,ORuOHqoeGJ6,XX7hDj6iz0D,15+ | Male,3
TX_CURR,Atela Health Centre,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County,ORuOHqoeGJ6,Yf1BiWq71NE,15+ | Female,30
TX_CURR,Atela Health Centre,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County,ORuOHqoeGJ6,chrwpNxHlQQ,<15 | Female,11
TX_CURR,Atela Health Centre,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County,ORuOHqoeGJ6,zHSL7ATXJib,<15 | Male,8
TX_CURR,Atela Health Centre,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County,ORuOHqoeGJ6,XX7hDj6iz0D,15+ | Male,11
TX_CURR,Atela Health Centre,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County,ORuOHqoeGJ6,XX7hDj6iz0D,15+ | Male,111
TX_CURR,Atela Health Centre,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County,ORuOHqoeGJ6,uURluLqPIJ5,<15 | Unknown Sex,
TX_CURR,Atela Health Centre,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County,ORuOHqoeGJ6,uURluLqPIJ5,<15 | Unknown Sex,19
TX_CURR,Atela Health Centre,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County,ORuOHqoeGJ6,Yf1BiWq71NE,15+ | Female,221
TX_CURR,Ngilai Dispensary,Wamba North Ward,Samburu East Sub County,Samburu County,vAPg4KJD2hZ,XX7hDj6iz0D,15+ | Male,2
TX_CURR,Ngilai Dispensary,Wamba North Ward,Samburu East Sub County,Samburu County,vAPg4KJD2hZ,uURluLqPIJ5,<15 | Unknown Sex,1
TX_CURR,Ngilai Dispensary,Wamba North Ward,Samburu East Sub County,Samburu County,vAPg4KJD2hZ,Yf1BiWq71NE,15+ | Female,9
TX_CURR,Mrima Maternity Hospital,Timbwani Ward,Likoni Sub County,Mombasa County,j8DyJxx8BV0,Yf1BiWq71NE,15+ | Female,4
TX_CURR,Mrima Maternity Hospital,Timbwani Ward,Likoni Sub County,Mombasa County,j8DyJxx8BV0,XX7hDj6iz0D,15+ | Male,4
TX_CURR,Mrima Maternity Hospital,Timbwani Ward,Likoni Sub County,Mombasa County,j8DyJxx8BV0,Yf1BiWq71NE,15+ | Female,39
TX_CURR,Mrima Maternity Hospital,Timbwani Ward,Likoni Sub County,Mombasa County,j8DyJxx8BV0,chrwpNxHlQQ,<15 | Female,6
TX_CURR,Mrima Maternity Hospital,Timbwani Ward,Likoni Sub County,Mombasa County,j8DyJxx8BV0,zHSL7ATXJib,<15 | Male,2
TX_CURR,Mrima Maternity Hospital,Timbwani Ward,Likoni Sub County,Mombasa County,j8DyJxx8BV0,XX7hDj6iz0D,15+ | Male,3
TX_CURR,Mrima Maternity Hospital,Timbwani Ward,Likoni Sub County,Mombasa County,j8DyJxx8BV0,XX7hDj6iz0D,15+ | Male,67
TX_CURR,Mrima Maternity Hospital,Timbwani Ward,Likoni Sub County,Mombasa County,j8DyJxx8BV0,uURluLqPIJ5,<15 | Unknown Sex,17
TX_CURR,Mrima Maternity Hospital,Timbwani Ward,Likoni Sub County,Mombasa County,j8DyJxx8BV0,Yf1BiWq71NE,15+ | Female,368
TX_CURR,Kakuma Health Centre,Kakuma Ward,Turkana West Sub County,Turkana County,#N/A,Yf1BiWq71NE,15+ | Female,1
TX_CURR,Kakuma Health Centre,Kakuma Ward,Turkana West Sub County,Turkana County,#N/A,Yf1BiWq71NE,15+ | Female,8
TX_CURR,Kakuma Health Centre,Kakuma Ward,Turkana West Sub County,Turkana County,#N/A,XX7hDj6iz0D,15+ | Male,23
TX_CURR,Kakuma Health Centre,Kakuma Ward,Turkana West Sub County,Turkana County,#N/A,uURluLqPIJ5,<15 | Unknown Sex,6
TX_CURR,Kakuma Health Centre,Kakuma Ward,Turkana West Sub County,Turkana County,#N/A,Yf1BiWq71NE,15+ | Female,68
TX_CURR,Nyandago Koweru Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,cHODWfP0W5k,Yf1BiWq71NE,15+ | Female,7
TX_CURR,Nyandago Koweru Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,cHODWfP0W5k,XX7hDj6iz0D,15+ | Male,18
TX_CURR,Nyandago Koweru Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,cHODWfP0W5k,Yf1BiWq71NE,15+ | Female,33
TX_CURR,Nyandago Koweru Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,cHODWfP0W5k,chrwpNxHlQQ,<15 | Female,7
TX_CURR,Nyandago Koweru Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,cHODWfP0W5k,zHSL7ATXJib,<15 | Male,2
TX_CURR,Nyandago Koweru Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,cHODWfP0W5k,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Nyandago Koweru Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,cHODWfP0W5k,XX7hDj6iz0D,15+ | Male,114
TX_CURR,Nyandago Koweru Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,cHODWfP0W5k,uURluLqPIJ5,<15 | Unknown Sex,1
TX_CURR,Nyandago Koweru Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,cHODWfP0W5k,uURluLqPIJ5,<15 | Unknown Sex,16
TX_CURR,Nyandago Koweru Dispensary,Got Kachola Ward,Nyatike Sub County,Migori County,cHODWfP0W5k,Yf1BiWq71NE,15+ | Female,211
TX_CURR,The Mater Misericordiae Hospital (Mukuru),Nairobi South Ward,Starehe Sub County,Nairobi County,a8WTzSFYy1P,Yf1BiWq71NE,15+ | Female,53
TX_CURR,The Mater Misericordiae Hospital (Mukuru),Nairobi South Ward,Starehe Sub County,Nairobi County,a8WTzSFYy1P,XX7hDj6iz0D,15+ | Male,46
TX_CURR,The Mater Misericordiae Hospital (Mukuru),Nairobi South Ward,Starehe Sub County,Nairobi County,a8WTzSFYy1P,Yf1BiWq71NE,15+ | Female,79
TX_CURR,The Mater Misericordiae Hospital (Mukuru),Nairobi South Ward,Starehe Sub County,Nairobi County,a8WTzSFYy1P,chrwpNxHlQQ,<15 | Female,36
TX_CURR,The Mater Misericordiae Hospital (Mukuru),Nairobi South Ward,Starehe Sub County,Nairobi County,a8WTzSFYy1P,zHSL7ATXJib,<15 | Male,28
TX_CURR,The Mater Misericordiae Hospital (Mukuru),Nairobi South Ward,Starehe Sub County,Nairobi County,a8WTzSFYy1P,XX7hDj6iz0D,15+ | Male,42
TX_CURR,The Mater Misericordiae Hospital (Mukuru),Nairobi South Ward,Starehe Sub County,Nairobi County,a8WTzSFYy1P,XX7hDj6iz0D,15+ | Male,1215
TX_CURR,The Mater Misericordiae Hospital (Mukuru),Nairobi South Ward,Starehe Sub County,Nairobi County,a8WTzSFYy1P,uURluLqPIJ5,<15 | Unknown Sex,1
TX_CURR,The Mater Misericordiae Hospital (Mukuru),Nairobi South Ward,Starehe Sub County,Nairobi County,a8WTzSFYy1P,uURluLqPIJ5,<15 | Unknown Sex,35
TX_CURR,The Mater Misericordiae Hospital (Mukuru),Nairobi South Ward,Starehe Sub County,Nairobi County,a8WTzSFYy1P,Yf1BiWq71NE,15+ | Female,2376
TX_CURR,Nasira Dispensary,Busibwabo Ward,Matayos Sub County,Busia County,tW9Eqx2Yu5w,Yf1BiWq71NE,15+ | Female,1
TX_CURR,Nasira Dispensary,Busibwabo Ward,Matayos Sub County,Busia County,tW9Eqx2Yu5w,Yf1BiWq71NE,15+ | Female,3
TX_CURR,Nasira Dispensary,Busibwabo Ward,Matayos Sub County,Busia County,tW9Eqx2Yu5w,XX7hDj6iz0D,15+ | Male,7
TX_CURR,Nasira Dispensary,Busibwabo Ward,Matayos Sub County,Busia County,tW9Eqx2Yu5w,uURluLqPIJ5,<15 | Unknown Sex,1
TX_CURR,Nasira Dispensary,Busibwabo Ward,Matayos Sub County,Busia County,tW9Eqx2Yu5w,Yf1BiWq71NE,15+ | Female,16
TX_CURR,Kibandaongo Dispensary,Kinango Ward,Kinango Sub County,Kwale County,MA0AxzLiq7C,zHSL7ATXJib,<15 | Male,
TX_CURR,Kibandaongo Dispensary,Kinango Ward,Kinango Sub County,Kwale County,MA0AxzLiq7C,XX7hDj6iz0D,15+ | Male,3
TX_CURR,Kibandaongo Dispensary,Kinango Ward,Kinango Sub County,Kwale County,MA0AxzLiq7C,uURluLqPIJ5,<15 | Unknown Sex,
TX_CURR,Lutsangani Dispensary,Kinango Ward,Kinango Sub County,Kwale County,UiiNvjOAYkz,Yf1BiWq71NE,15+ | Female,2
TX_CURR,Lutsangani Dispensary,Kinango Ward,Kinango Sub County,Kwale County,UiiNvjOAYkz,Yf1BiWq71NE,15+ | Female,3
TX_CURR,Lutsangani Dispensary,Kinango Ward,Kinango Sub County,Kwale County,UiiNvjOAYkz,chrwpNxHlQQ,<15 | Female,1
TX_CURR,Lutsangani Dispensary,Kinango Ward,Kinango Sub County,Kwale County,UiiNvjOAYkz,zHSL7ATXJib,<15 | Male,2
TX_CURR,Lutsangani Dispensary,Kinango Ward,Kinango Sub County,Kwale County,UiiNvjOAYkz,XX7hDj6iz0D,15+ | Male,16
TX_CURR,Lutsangani Dispensary,Kinango Ward,Kinango Sub County,Kwale County,UiiNvjOAYkz,Yf1BiWq71NE,15+ | Female,64
TX_CURR,Makengi Dispensary (Embu),Gaturi North Ward,Manyatta Sub County,Embu County,niYZBDA5gbc,Yf1BiWq71NE,15+ | Female,1
TX_CURR,Makengi Dispensary (Embu),Gaturi North Ward,Manyatta Sub County,Embu County,niYZBDA5gbc,Yf1BiWq71NE,15+ | Female,2
TX_CURR,Makengi Dispensary (Embu),Gaturi North Ward,Manyatta Sub County,Embu County,niYZBDA5gbc,chrwpNxHlQQ,<15 | Female,1
TX_CURR,Makengi Dispensary (Embu),Gaturi North Ward,Manyatta Sub County,Embu County,niYZBDA5gbc,zHSL7ATXJib,<15 | Male,1
TX_CURR,Makengi Dispensary (Embu),Gaturi North Ward,Manyatta Sub County,Embu County,niYZBDA5gbc,XX7hDj6iz0D,15+ | Male,13
TX_CURR,Makengi Dispensary (Embu),Gaturi North Ward,Manyatta Sub County,Embu County,niYZBDA5gbc,uURluLqPIJ5,<15 | Unknown Sex,2
TX_CURR,Makengi Dispensary (Embu),Gaturi North Ward,Manyatta Sub County,Embu County,niYZBDA5gbc,Yf1BiWq71NE,15+ | Female,34
TX_CURR,Sibuoche Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,wPFgwOghtSj,Yf1BiWq71NE,15+ | Female,23
TX_CURR,Sibuoche Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,wPFgwOghtSj,XX7hDj6iz0D,15+ | Male,5
TX_CURR,Sibuoche Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,wPFgwOghtSj,Yf1BiWq71NE,15+ | Female,46
TX_CURR,Sibuoche Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,wPFgwOghtSj,chrwpNxHlQQ,<15 | Female,16
TX_CURR,Sibuoche Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,wPFgwOghtSj,zHSL7ATXJib,<15 | Male,10
TX_CURR,Sibuoche Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,wPFgwOghtSj,XX7hDj6iz0D,15+ | Male,6
TX_CURR,Sibuoche Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,wPFgwOghtSj,XX7hDj6iz0D,15+ | Male,282
TX_CURR,Sibuoche Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,wPFgwOghtSj,uURluLqPIJ5,<15 | Unknown Sex,31
TX_CURR,Sibuoche Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,wPFgwOghtSj,Yf1BiWq71NE,15+ | Female,553
TX_CURR,Kianjokoma Sub-District Hospital,Kagaari North Ward,Runyenjes Sub County,Embu County,a2brqsdATIc,Yf1BiWq71NE,15+ | Female,3
TX_CURR,Kianjokoma Sub-District Hospital,Kagaari North Ward,Runyenjes Sub County,Embu County,a2brqsdATIc,XX7hDj6iz0D,15+ | Male,4
TX_CURR,Kianjokoma Sub-District Hospital,Kagaari North Ward,Runyenjes Sub County,Embu County,a2brqsdATIc,Yf1BiWq71NE,15+ | Female,15
TX_CURR,Kianjokoma Sub-District Hospital,Kagaari North Ward,Runyenjes Sub County,Embu County,a2brqsdATIc,chrwpNxHlQQ,<15 | Female,7
TX_CURR,Kianjokoma Sub-District Hospital,Kagaari North Ward,Runyenjes Sub County,Embu County,a2brqsdATIc,zHSL7ATXJib,<15 | Male,7
TX_CURR,Kianjokoma Sub-District Hospital,Kagaari North Ward,Runyenjes Sub County,Embu County,a2brqsdATIc,XX7hDj6iz0D,15+ | Male,9
TX_CURR,Kianjokoma Sub-District Hospital,Kagaari North Ward,Runyenjes Sub County,Embu County,a2brqsdATIc,XX7hDj6iz0D,15+ | Male,107
TX_CURR,Kianjokoma Sub-District Hospital,Kagaari North Ward,Runyenjes Sub County,Embu County,a2brqsdATIc,uURluLqPIJ5,<15 | Unknown Sex,11
TX_CURR,Kianjokoma Sub-District Hospital,Kagaari North Ward,Runyenjes Sub County,Embu County,a2brqsdATIc,Yf1BiWq71NE,15+ | Female,243
TX_CURR,Mavindini Health Centre,Mavindini Ward,Makueni Sub County,Makueni County,tXH5wj5it57,Yf1BiWq71NE,15+ | Female,14
TX_CURR,Mavindini Health Centre,Mavindini Ward,Makueni Sub County,Makueni County,tXH5wj5it57,XX7hDj6iz0D,15+ | Male,5
TX_CURR,Mavindini Health Centre,Mavindini Ward,Makueni Sub County,Makueni County,tXH5wj5it57,Yf1BiWq71NE,15+ | Female,9
TX_CURR,Mavindini Health Centre,Mavindini Ward,Makueni Sub County,Makueni County,tXH5wj5it57,chrwpNxHlQQ,<15 | Female,3
TX_CURR,Mavindini Health Centre,Mavindini Ward,Makueni Sub County,Makueni County,tXH5wj5it57,zHSL7ATXJib,<15 | Male,15
TX_CURR,Mavindini Health Centre,Mavindini Ward,Makueni Sub County,Makueni County,tXH5wj5it57,XX7hDj6iz0D,15+ | Male,9
TX_CURR,Mavindini Health Centre,Mavindini Ward,Makueni Sub County,Makueni County,tXH5wj5it57,XX7hDj6iz0D,15+ | Male,61
TX_CURR,Mavindini Health Centre,Mavindini Ward,Makueni Sub County,Makueni County,tXH5wj5it57,uURluLqPIJ5,<15 | Unknown Sex,7
TX_CURR,Mavindini Health Centre,Mavindini Ward,Makueni Sub County,Makueni County,tXH5wj5it57,Yf1BiWq71NE,15+ | Female,188
TX_CURR,Nguku Dispensary,Kanyadoto Ward,Ndhiwa Sub County,Homa Bay County,HaRrTVcDh8B,Yf1BiWq71NE,15+ | Female,11
TX_CURR,Nguku Dispensary,Kanyadoto Ward,Ndhiwa Sub County,Homa Bay County,HaRrTVcDh8B,XX7hDj6iz0D,15+ | Male,2
TX_CURR,Nguku Dispensary,Kanyadoto Ward,Ndhiwa Sub County,Homa Bay County,HaRrTVcDh8B,Yf1BiWq71NE,15+ | Female,34
TX_CURR,Nguku Dispensary,Kanyadoto Ward,Ndhiwa Sub County,Homa Bay County,HaRrTVcDh8B,chrwpNxHlQQ,<15 | Female,8
TX_CURR,Nguku Dispensary,Kanyadoto Ward,Ndhiwa Sub County,Homa Bay County,HaRrTVcDh8B,zHSL7ATXJib,<15 | Male,9
TX_CURR,Nguku Dispensary,Kanyadoto Ward,Ndhiwa Sub County,Homa Bay County,HaRrTVcDh8B,XX7hDj6iz0D,15+ | Male,6
TX_CURR,Nguku Dispensary,Kanyadoto Ward,Ndhiwa Sub County,Homa Bay County,HaRrTVcDh8B,XX7hDj6iz0D,15+ | Male,107
TX_CURR,Nguku Dispensary,Kanyadoto Ward,Ndhiwa Sub County,Homa Bay County,HaRrTVcDh8B,uURluLqPIJ5,<15 | Unknown Sex,18
TX_CURR,Nguku Dispensary,Kanyadoto Ward,Ndhiwa Sub County,Homa Bay County,HaRrTVcDh8B,Yf1BiWq71NE,15+ | Female,298
TX_CURR,Eberege Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,hvY3xOi97pI,Yf1BiWq71NE,15+ | Female,7
TX_CURR,Eberege Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,hvY3xOi97pI,Yf1BiWq71NE,15+ | Female,7
TX_CURR,Eberege Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,hvY3xOi97pI,chrwpNxHlQQ,<15 | Female,4
TX_CURR,Eberege Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,hvY3xOi97pI,zHSL7ATXJib,<15 | Male,2
TX_CURR,Eberege Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,hvY3xOi97pI,XX7hDj6iz0D,15+ | Male,3
TX_CURR,Eberege Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,hvY3xOi97pI,XX7hDj6iz0D,15+ | Male,78
TX_CURR,Eberege Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,hvY3xOi97pI,uURluLqPIJ5,<15 | Unknown Sex,8
TX_CURR,Eberege Health Centre,Magenche Ward,Bomachoge Borabu Sub County,Kisii County,hvY3xOi97pI,Yf1BiWq71NE,15+ | Female,183
TX_CURR,Miluki Dispensary,Siboti Ward,Bumula Sub County,Bungoma County,KtEDXzEn7LC,Yf1BiWq71NE,15+ | Female,3
TX_CURR,Miluki Dispensary,Siboti Ward,Bumula Sub County,Bungoma County,KtEDXzEn7LC,Yf1BiWq71NE,15+ | Female,12
TX_CURR,Miluki Dispensary,Siboti Ward,Bumula Sub County,Bungoma County,KtEDXzEn7LC,chrwpNxHlQQ,<15 | Female,3
TX_CURR,Miluki Dispensary,Siboti Ward,Bumula Sub County,Bungoma County,KtEDXzEn7LC,zHSL7ATXJib,<15 | Male,1
TX_CURR,Miluki Dispensary,Siboti Ward,Bumula Sub County,Bungoma County,KtEDXzEn7LC,XX7hDj6iz0D,15+ | Male,3
TX_CURR,Miluki Dispensary,Siboti Ward,Bumula Sub County,Bungoma County,KtEDXzEn7LC,XX7hDj6iz0D,15+ | Male,27
TX_CURR,Miluki Dispensary,Siboti Ward,Bumula Sub County,Bungoma County,KtEDXzEn7LC,uURluLqPIJ5,<15 | Unknown Sex,
TX_CURR,Miluki Dispensary,Siboti Ward,Bumula Sub County,Bungoma County,KtEDXzEn7LC,uURluLqPIJ5,<15 | Unknown Sex,2
TX_CURR,Miluki Dispensary,Siboti Ward,Bumula Sub County,Bungoma County,KtEDXzEn7LC,Yf1BiWq71NE,15+ | Female,58
TX_CURR,Mother Franciscan Mission Health Centre,Chemundu/Kapng'etunyi Ward,Chesumei Sub County,Nandi County,u53GVKLiIit,Yf1BiWq71NE,15+ | Female,2
TX_CURR,Mother Franciscan Mission Health Centre,Chemundu/Kapng'etunyi Ward,Chesumei Sub County,Nandi County,u53GVKLiIit,chrwpNxHlQQ,<15 | Female,2
TX_CURR,Mother Franciscan Mission Health Centre,Chemundu/Kapng'etunyi Ward,Chesumei Sub County,Nandi County,u53GVKLiIit,zHSL7ATXJib,<15 | Male,1
TX_CURR,Mother Franciscan Mission Health Centre,Chemundu/Kapng'etunyi Ward,Chesumei Sub County,Nandi County,u53GVKLiIit,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Mother Franciscan Mission Health Centre,Chemundu/Kapng'etunyi Ward,Chesumei Sub County,Nandi County,u53GVKLiIit,XX7hDj6iz0D,15+ | Male,29
TX_CURR,Mother Franciscan Mission Health Centre,Chemundu/Kapng'etunyi Ward,Chesumei Sub County,Nandi County,u53GVKLiIit,uURluLqPIJ5,<15 | Unknown Sex,1
TX_CURR,Mother Franciscan Mission Health Centre,Chemundu/Kapng'etunyi Ward,Chesumei Sub County,Nandi County,u53GVKLiIit,Yf1BiWq71NE,15+ | Female,58
TX_CURR,Bosiango Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,hPtvTrJDZxh,Yf1BiWq71NE,15+ | Female,2
TX_CURR,Bosiango Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,hPtvTrJDZxh,XX7hDj6iz0D,15+ | Male,1
TX_CURR,Bosiango Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,hPtvTrJDZxh,Yf1BiWq71NE,15+ | Female,10
TX_CURR,Bosiango Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,hPtvTrJDZxh,chrwpNxHlQQ,<15 | Female,3
TX_CURR,Bosiango Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,hPtvTrJDZxh,zHSL7ATXJib,<15 | Male,3
TX_CURR,Bosiango Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,hPtvTrJDZxh,XX7hDj6iz0D,15+ | Male,2
TX_CURR,Bosiango Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,hPtvTrJDZxh,XX7hDj6iz0D,15+ | Male,43
TX_CURR,Bosiango Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,hPtvTrJDZxh,uURluLqPIJ5,<15 | Unknown Sex,4
TX_CURR,Bosiango Health Centre,Bogichora Ward,Nyamira Sub County,Nyamira County,hPtvTrJDZxh,Yf1BiWq71NE,15+ | Female,106
TX_CURR,Lungalunga Sub County Hospital,Vanga Ward,Lunga Lunga Sub County,Kwale County,xnoLb5A7OeS,Yf1BiWq71NE,15+ | Female,8
TX_CURR,Lungalunga Sub County Hospital,Vanga Ward,Lunga Lunga Sub County,Kwale County,xnoLb5A7OeS,XX7hDj6iz0D,15+ | Male,5
TX_CURR,Lungalunga Sub County Hospital,Vanga Ward,Lunga Lunga Sub County,Kwale County,xnoLb5A7OeS,Yf1BiWq71NE,15+ | Female,3
TX_CURR,Lungalunga Sub County Hospital,Vanga Ward,Lunga Lunga Sub County,Kwale County,xnoLb5A7OeS,chrwpNxHlQQ,<15 | Female,17
TX_CURR,Lungalunga Sub County Hospital,Vanga Ward,Lunga Lunga Sub County,Kwale County,xnoLb5A7OeS,zHSL7ATXJib,<15 | Male,15
TX_CURR,Lungalunga Sub County Hospital,Vanga Ward,Lunga Lunga Sub County,Kwale County,xnoLb5A7OeS,XX7hDj6iz0D,15+ | Male,11
TX_CURR,Lungalunga Sub County Hospital,Vanga Ward,Lunga Lunga Sub County,Kwale County,xnoLb5A7OeS,XX7hDj6iz0D,15+ | Male,111
TX_CURR,Lungalunga Sub County Hospital,Vanga Ward,Lunga Lunga Sub County,Kwale County,xnoLb5A7OeS,uURluLqPIJ5,<15 | Unknown Sex,20
TX_CURR,Lungalunga Sub County Hospital,Vanga Ward,Lunga Lunga Sub County,Kwale County,xnoLb5A7OeS,Yf1BiWq71NE,15+ | Female,321
